language,1,3,5,10
fra,0.5424836601307189,0.7124183006535948,0.7320261437908496,0.7908496732026143
spa,0.4407114624505929,0.6007905138339921,0.6403162055335968,0.7035573122529645
eng,0.2920353982300885,0.5103244837758112,0.5781710914454278,0.6843657817109144
por,0.28313253012048195,0.5120481927710844,0.5903614457831325,0.6746987951807228
tha,0.5957446808510638,0.7446808510638298,0.8297872340425532,0.9148936170212766
deu,0.18032786885245902,0.4426229508196721,0.47540983606557374,0.6065573770491803
msa,0.37755102040816324,0.6326530612244898,0.7448979591836735,0.8163265306122449
ara,0.3076923076923077,0.5846153846153846,0.6153846153846154,0.7076923076923077
average,0.37745986609198445,0.5925192173447322,0.6507943164036778,0.7373676743402782
