language,1,3,5,10
fra,0.5686274509803921,0.7843137254901961,0.8627450980392157,0.8758169934640523
spa,0.4782608695652174,0.6541501976284585,0.7450592885375494,0.8359683794466403
eng,0.4247787610619469,0.6637168141592921,0.7374631268436578,0.8230088495575221
por,0.41566265060240964,0.6626506024096386,0.7228915662650602,0.8072289156626506
tha,0.14893617021276595,0.19148936170212766,0.2553191489361702,0.5106382978723404
deu,0.26229508196721313,0.5409836065573771,0.6557377049180327,0.7704918032786885
msa,0.4387755102040816,0.6836734693877551,0.7448979591836735,0.8469387755102041
ara,0.38461538461538464,0.5846153846153846,0.6307692307692307,0.7230769230769231
average,0.39024398490117645,0.5956991452437785,0.6693603904365737,0.7741461172336277
